protocol,representation,model,fold,rank,feature,left,right,operation,formula,abs_spearman_train
fold_state_stratified,C3_base_agro_plus_discovery,ElasticNet,5,18,disc_expr_18__reverse_safe_ratio__siap_hist_yield_trend_recent__wapor_2025_aeti_season_total,siap_hist__yield_trend_recent,wapor_2025__aeti__season_total,reverse_safe_ratio,(wapor_2025__aeti__season_total) / (abs(siap_hist__yield_trend_recent) + eps),0.6499675215622639
fold_state_stratified,C3_base_agro_plus_discovery,ElasticNet,5,19,disc_expr_19__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6408579690539844
fold_state_stratified,C3_base_agro_plus_discovery,ElasticNet,5,20,disc_expr_20__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),0.6408579690539844
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,1,disc_expr_01__reverse_safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.722602160280277
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,2,disc_expr_02__safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.722602160280277
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,3,disc_expr_03__symmetric_change__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,symmetric_change,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),0.722602160280277
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,4,disc_expr_04__symmetric_change__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_water__2025__precip_minus_aeti_season)) / (abs(siap_hist__yield_trend_recent)+abs(agro_water__2025__precip_minus_aeti_season)+eps),0.7146744100822002
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,5,disc_expr_05__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,reverse_safe_ratio,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),0.7132018223301518
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,6,disc_expr_06__symmetric_change__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,symmetric_change,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.7050773099352333
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,7,disc_expr_07__reverse_safe_ratio__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.7047436087141934
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,8,disc_expr_08__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,reverse_safe_ratio,(agro_water__2025__precip_minus_aeti_season) / (abs(siap_hist__yield_trend_recent) + eps),0.6970230781788282
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,9,disc_expr_09__reverse_safe_ratio__siap_hist_yield_trend_recent__soilgrids_cec_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__cec__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),0.696111236529162
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,10,disc_expr_10__reverse_safe_ratio__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,reverse_safe_ratio,(siap_hist__yield_mean_recent) / (abs(siap_hist__yield_trend_recent) + eps),0.695624852036423
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,11,disc_expr_11__symmetric_change__siap_hist_yield_trend_recent__soilgrids_cec_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,symmetric_change,2*((siap_hist__yield_trend_recent)-(soilgrids__cec__depth_weighted_0_30cm)) / (abs(siap_hist__yield_trend_recent)+abs(soilgrids__cec__depth_weighted_0_30cm)+eps),0.6840503931612463
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,12,disc_expr_12__symmetric_change__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,symmetric_change,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),0.6827766670001975
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,13,disc_expr_13__reverse_safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,reverse_safe_ratio,(agro_soil__soc_x_cec) / (abs(clim_official_2025__prec__season_sum) + eps),0.6740773856110372
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,14,disc_expr_14__safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(agro_soil__soc_x_cec) + eps),0.6740773856110372
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,15,disc_expr_15__symmetric_change__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,symmetric_change,2*((clim_official_2025__prec__season_sum)-(agro_soil__soc_x_cec)) / (abs(clim_official_2025__prec__season_sum)+abs(agro_soil__soc_x_cec)+eps),0.6740773856110372
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,16,disc_expr_16__symmetric_change__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_thermal__2025__gdd_proxy_base5p0c)) / (abs(siap_hist__yield_trend_recent)+abs(agro_thermal__2025__gdd_proxy_base5p0c)+eps),0.661647208354292
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,17,disc_expr_17__sum__siap_hist_yield_trend_recent__soilgrids_nitrogen_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__nitrogen__depth_weighted_0_30cm,sum,(siap_hist__yield_trend_recent) + (soilgrids__nitrogen__depth_weighted_0_30cm),0.6540646654999276
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,18,disc_expr_18__reverse_safe_ratio__siap_hist_yield_trend_recent__wapor_2025_aeti_season_total,siap_hist__yield_trend_recent,wapor_2025__aeti__season_total,reverse_safe_ratio,(wapor_2025__aeti__season_total) / (abs(siap_hist__yield_trend_recent) + eps),0.6499675215622639
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,19,disc_expr_19__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6408579690539844
fold_state_stratified,C3_base_agro_plus_discovery,ExtraTrees,5,20,disc_expr_20__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),0.6408579690539844
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,1,disc_expr_01__reverse_safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.722602160280277
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,2,disc_expr_02__safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.722602160280277
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,3,disc_expr_03__symmetric_change__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,symmetric_change,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),0.722602160280277
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,4,disc_expr_04__symmetric_change__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_water__2025__precip_minus_aeti_season)) / (abs(siap_hist__yield_trend_recent)+abs(agro_water__2025__precip_minus_aeti_season)+eps),0.7146744100822002
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,5,disc_expr_05__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,reverse_safe_ratio,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),0.7132018223301518
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,6,disc_expr_06__symmetric_change__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,symmetric_change,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.7050773099352333
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,7,disc_expr_07__reverse_safe_ratio__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.7047436087141934
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,8,disc_expr_08__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,reverse_safe_ratio,(agro_water__2025__precip_minus_aeti_season) / (abs(siap_hist__yield_trend_recent) + eps),0.6970230781788282
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,9,disc_expr_09__reverse_safe_ratio__siap_hist_yield_trend_recent__soilgrids_cec_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__cec__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),0.696111236529162
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,10,disc_expr_10__reverse_safe_ratio__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,reverse_safe_ratio,(siap_hist__yield_mean_recent) / (abs(siap_hist__yield_trend_recent) + eps),0.695624852036423
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,11,disc_expr_11__symmetric_change__siap_hist_yield_trend_recent__soilgrids_cec_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,symmetric_change,2*((siap_hist__yield_trend_recent)-(soilgrids__cec__depth_weighted_0_30cm)) / (abs(siap_hist__yield_trend_recent)+abs(soilgrids__cec__depth_weighted_0_30cm)+eps),0.6840503931612463
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,12,disc_expr_12__symmetric_change__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,symmetric_change,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),0.6827766670001975
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,13,disc_expr_13__reverse_safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,reverse_safe_ratio,(agro_soil__soc_x_cec) / (abs(clim_official_2025__prec__season_sum) + eps),0.6740773856110372
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,14,disc_expr_14__safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(agro_soil__soc_x_cec) + eps),0.6740773856110372
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,15,disc_expr_15__symmetric_change__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,symmetric_change,2*((clim_official_2025__prec__season_sum)-(agro_soil__soc_x_cec)) / (abs(clim_official_2025__prec__season_sum)+abs(agro_soil__soc_x_cec)+eps),0.6740773856110372
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,16,disc_expr_16__symmetric_change__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_thermal__2025__gdd_proxy_base5p0c)) / (abs(siap_hist__yield_trend_recent)+abs(agro_thermal__2025__gdd_proxy_base5p0c)+eps),0.661647208354292
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,17,disc_expr_17__sum__siap_hist_yield_trend_recent__soilgrids_nitrogen_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__nitrogen__depth_weighted_0_30cm,sum,(siap_hist__yield_trend_recent) + (soilgrids__nitrogen__depth_weighted_0_30cm),0.6540646654999276
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,18,disc_expr_18__reverse_safe_ratio__siap_hist_yield_trend_recent__wapor_2025_aeti_season_total,siap_hist__yield_trend_recent,wapor_2025__aeti__season_total,reverse_safe_ratio,(wapor_2025__aeti__season_total) / (abs(siap_hist__yield_trend_recent) + eps),0.6499675215622639
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,19,disc_expr_19__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6408579690539844
fold_state_stratified,C3_base_agro_plus_discovery,CatBoost,5,20,disc_expr_20__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),0.6408579690539844
fold_state_stratified,C3_base_agro_plus_discovery,PLS,5,1,disc_expr_01__reverse_safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.722602160280277
fold_state_stratified,C3_base_agro_plus_discovery,PLS,5,2,disc_expr_02__safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.722602160280277
fold_state_stratified,C3_base_agro_plus_discovery,PLS,5,3,disc_expr_03__symmetric_change__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,symmetric_change,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),0.722602160280277
fold_state_stratified,C3_base_agro_plus_discovery,PLS,5,4,disc_expr_04__symmetric_change__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_water__2025__precip_minus_aeti_season)) / (abs(siap_hist__yield_trend_recent)+abs(agro_water__2025__precip_minus_aeti_season)+eps),0.7146744100822002
fold_state_stratified,C3_base_agro_plus_discovery,PLS,5,5,disc_expr_05__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,reverse_safe_ratio,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),0.7132018223301518
fold_state_stratified,C3_base_agro_plus_discovery,PLS,5,6,disc_expr_06__symmetric_change__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,symmetric_change,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.7050773099352333
fold_state_stratified,C3_base_agro_plus_discovery,PLS,5,7,disc_expr_07__reverse_safe_ratio__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.7047436087141934
